IDPERSONA,FUENTE,TEXTO
9936,PROYECTO_GRADO_DIRIGIDO,Análisis predictivo para la calificación de cobranzas de clientes en una empresa de retail. (Maestría en Estadística Aplicada)
59484,PROYECTO_GRADO_DIRIGIDO,Estudio de maquinabilidad y propiedades mecánicas de la resina Sika Block LAB 920 para aplicaciones de fabricación con fresado. (Maestría en Ingeniería y Administración de la Manufactura)
1373,PROYECTO_GRADO_DIRIGIDO,"Modernización de los equipos de control del Sistema Cortador y Vaciador de Sacos (PLC, HMI y Módulos de E/S) (Maestría en Automatización y Control)"
97473,PROYECTO_GRADO_DIRIGIDO,ESTRATEGIA AGRÍCOLA ANTE VARIABILIDAD EN PRECIPITACIONES: SENSIBILIDAD DEL AGRICULTOR DE LA CUENCA DEL RÍO GUAYAS Y ESMERALDAS. (Maestría en Ciencias Económicas)
955,PROYECTO_GRADO_DIRIGIDO,"Estudio De Factibilidad Para La Implementación De Un Centro De Acopio Y Desarrollo De Perfiles Sensoriales Por Orígenes De Cacao En Grano, Para Su Posterior Comercialización (Maestría Ejecutiva en Administración de Empresas)"
29498,PROYECTO_GRADO_DIRIGIDO,CLARIDAD FISCAL EN LA RETENCIÓN DE IMPUESTOS SOBRE SERVICIOS DIGITALES ENTRE ECUADOR Y MÉXICO: REGALÍAS VS. BENEFICIOS EMPRESARIALES. (Maestría en Fiscalidad Internacional y Valoración Aduanera)
13532,PROYECTO_GRADO_DIRIGIDO,Evaluación de la potencial actividad benéfica del rizobioma de banano sobre la sanidad del cultivo en plantaciones de El Oro (Maestría en Sanidad Vegetal)
651108,PROYECTO_GRADO_DIRIGIDO,Uso de microorganismos endófitos como estrategia de biocontrol para enfermedades de Theobroma cacao: avances y perspectivas. (Maestría en Sanidad Vegetal)
58645,PROYECTO_GRADO_DIRIGIDO,Implementación de un sistema de planificación de la demanda para mejorar la eficiencia operativa en una empresa de reciclaje de plásticos y metales ferrosos. (Maestría en Gestión de la Cadena de Suministro)
58609,PROYECTO_GRADO_DIRIGIDO,Segmentación de Lesiones en Imágenes de Colposcopia usando Redes Neuronales Artificiales (Maestría en Ingeniería Biomédica)
53856,PROYECTO_GRADO_DIRIGIDO,Evaluación in vitro de bioeficacia de tres aislamientos y un consorcio de Trichoderma spp. sobre Ralstonia solanacearum (Maestría en Sanidad Vegetal)
53856,PROYECTO_GRADO_DIRIGIDO,Evaluación del voltaje en agua de riego en la asimilación de nutrientes y tolerancia a enfermedades en dos variedades de tomate riñón (Maestría en Sanidad Vegetal)
3160,PROYECTO_GRADO_DIRIGIDO,DISEÑO DE UN SISTEMA DE CONTROL INTERNO CON MEDICIÓN DE INDICADORES PARA LA GESTIÓN ACADÉMICA Y ADMINISTRATIVA EN EL INSTITUTO IIDEA. (Maestría en Contabilidad y Auditoría)
5436,PROYECTO_GRADO_DIRIGIDO,DISEÑO DE UNA ESTRATEGIA DE PLANIFICACIÓN TRIBUTARIA MEDIANTE LA APLICACIÓN DE DATA ANALYTICS PARA EL FORTALECIMIENTO FISCAL EN UNA EMPRESA IMPORTADORA DE REPUESTOS AUTOMOTRICES. (Maestría en Contabilidad y Auditoría)
3807,PROYECTO_GRADO_DIRIGIDO,VALORACIÓN FINANCIERA DE UNA EMPRESA DEL SECTOR AGRÍCOLA. (Maestría en Finanzas)
1153,PROYECTO_GRADO_DIRIGIDO,"“DISEÑO DE DIAGRAMAS DE COMPONENTES DE SOFTWARE, UTILIZANDO UN GRAN MODELO DE LENGUAJE Y APLICANDO TÉCNICAS DE OPTIMIZACIÓN PARA LOGRAR RESULTADOS CONTEXTUALMENTE RELEVANTES” (Maestría en Sistemas de Información Gerencial)"
3280,PROYECTO_GRADO_DIRIGIDO,"EVALUACIÓN DE LA INVERSIÓN PÚBLICA EN INFRAESTRUCTURA VIAL, CON RELACIÓN AL CUMPLIMIENTO DE LA META 9.1 DE LOS OBJETIVOS DE DESARROLLO SOSTENIBLE, POR PARTE DE LA PREFECTURA DE MANABÍ DURANTE EL PERÍODO 2019-2023. (Maestría en Políticas y Gestión Pública)"
29498,PROYECTO_GRADO_DIRIGIDO,ANÁLISIS DE LOS MECANISMOS UTILIZADOS EN LAS PRÁCTICAS FISCALES PERNICIOSAS Y EL USO ABUSIVO DE LOS CONVENIOS – ACCIONES 5 Y 6 DE LAS BEPS (Maestría en Fiscalidad Internacional y Valoración Aduanera)
29498,PROYECTO_GRADO_DIRIGIDO,DESAFÍOS DE LA RESIDENCIA TRIBUTARIA EN ECUADOR EN LA ERA DE LA ECONOMÍA DIGITAL (Maestría en Fiscalidad Internacional y Valoración Aduanera)
4296,PROYECTO_GRADO_DIRIGIDO,Clasificación de Cultivos en Ecuador Utilizando Técnicas de Aprendizaje Profundo con escasos datos. (Maestría en Ciencias de la Computación)
2701,PROYECTO_GRADO_DIRIGIDO,Desarrollo de programa de concientización de educación sostenible del recurso energético para estudiantes de bachillerato en institución educativa de Guayaquil. (Maestría en Sistemas de Energía)
4103,PROYECTO_GRADO_DIRIGIDO,Implementación de módulos educativos y de laboratorio remoto de energías renovables para impulsar la transición energética (Maestría en Sistemas de Energía)
3160,PROYECTO_GRADO_DIRIGIDO,GESTIÓN DE RIESGOS FINANCIEROS EN UNA EMPRESA EMPACADORA DE LA INDUSTRIA CAMARONERA: ESTRATEGIAS DE CONTROL EN EL MARCO DEL GOBIERNO CORPORATIVO (Maestría en Contabilidad y Auditoría)
999,PROYECTO_GRADO_DIRIGIDO,Reducción del tiempo de entrega en servicios del Laboratorio Procesamiento de Plásticos usando metodología DMAIC. (Maestría en Mejoramiento de Procesos)
51177,PROYECTO_GRADO_DIRIGIDO,PLAN DE MEJORA DEL CLIMA ORGANIZACIONAL EN LA PANADERIA Y PASTELERIA EL TRIUNFO. (Maestría en Gestión del Talento Humano)
77575,PROYECTO_GRADO_DIRIGIDO,Indicador de salud: párasitos haemosporidios en la comunidad de aves del bosque seco tropical (Maestría en Biociencias Aplicadas con Mención en Biodescubrimiento)
39413,PROYECTO_GRADO_DIRIGIDO,ESTUDIO DEL CLIMA ORGANIZACIONAL Y SU INCIDENCIA EN LA SATISFACCIÓN LABORAL DE LA EMPRESA IEJ. (Maestría en Gestión del Talento Humano)
13895,PROYECTO_GRADO_DIRIGIDO,Plan de Mejora continua del Proceso de Acopiamiento de Cacao en una Empresa de Agroexportación (Maestría en Agronegocios Sostenibles)
58609,PROYECTO_GRADO_DIRIGIDO,“DISEÑO DEL LABORATORIO CLÍNICO EN EL CENTRO DE ATENCIÓN AMBULATORIO 304 IESS LA TRONCAL CUMPLIENDO LA IHFG Y LA NORMA ISO / IEC 15189” (Maestría en Ingeniería Biomédica)
14164,PROYECTO_GRADO_DIRIGIDO,“IMPLEMENTACIÓN DE UN SISTEMA DE ANÁLISIS DE IMÁGENES MÉDICAS EN LA NUBE PARA DIAGNÓSTICOS REMOTOS” (Maestría en Ingeniería Biomédica)
14164,PROYECTO_GRADO_DIRIGIDO,“IMPLEMENTACIÓN DE UN SISTEMA DE ALMACENAMIENTO Y COMUNICACIÓN DE IMÁGENES (PACS) PARA ESTUDIOS RADIOLÓGICOS EN UNA RED INTRAHOSPITALARIA” (Maestría en Ingeniería Biomédica)
26,PROYECTO_GRADO_DIRIGIDO,“SEGMENTACIÓN DEL NÚCLEO SUBTALÁMICO Y SUSTANCIA NEGRA CEREBRAL A PARTIR DE IMÁGENES DE RESONANCIA MAGNÉTICA USANDO TÉCNICAS DE INTELIGENCIA ARTIFICIAL” (Maestría en Ingeniería Biomédica)
86494,PROYECTO_GRADO_DIRIGIDO,"“Microbiota intestinal y su relación con el estado nutricional en niños, caso de estudio: Monte Sinaí” (Maestría en Biociencias Aplicadas con Mención en Biodescubrimiento)"
1670,PROYECTO_GRADO_DIRIGIDO,Plan de negocio para la creación de microempresa de Salud en la ciudad de Cuenca – Ecuador. (Maestría en Gerencia Hospitalaria)
13532,PROYECTO_GRADO_DIRIGIDO,Construcción de un clon sintético de un carlavirus en papaya (Carica papaya) (Maestría en Biociencias Aplicadas con Mención en Biodescubrimiento)
59484,PROYECTO_GRADO_DIRIGIDO,Estudio de viabilidad técnica-económica de la manufactura aditiva para la producción de piñones de transporte en una línea de embotellado de bebidas carbonatadas en la ciudad de Guayaquil. (Maestría en Ingeniería y Administración de la Manufactura)
1308,PROYECTO_GRADO_DIRIGIDO,"EXAMEN COMPLEXIVO. ETAPA TEÓRICA: COMPORTAMIENTO ORGANIZACIONAL, LIDERAZGO, ATRACCIÓN, SELECCIÓN E INCORPORACIÓN DE RECURSOS HUMANOS. ETAPA PRÁCTICA: RESOLUCIÓN DEL CASO DE ESTUDIO APPLE COMPUTER (C): THE HUMAN RESOURCE FUNCTION. (Maestría en Gestión del Talento Humano)"
94,PROYECTO_GRADO_DIRIGIDO,"EXAMEN COMPLEXIVO. ETAPA TEÓRICA: COMPORTAMIENTO ORGANIZACIONAL, LIDERAZGO, ATRACCIÓN, SELECCIÓN E INCORPORACIÓN DE RECURSOS HUMANOS. ETAPA PRÁCTICA: RESOLUCIÓN DEL CASO DE ESTUDIO ARISE: A DESTINATION-FOR-A-DAY SPA. (Maestría en Gestión del Talento Humano)"
647036,PROYECTO_GRADO_DIRIGIDO,"EXAMEN COMPLEXIVO. ETAPA TEÓRICA: COMPORTAMIENTO ORGANIZACIONAL, LIDERAZGO, ATRACCIÓN, SELECCIÓN E INCORPORACIÓN DE RECURSOS HUMANOS. ETAPA PRÁCTICA: RESOLUCIÓN DEL CASO DE ESTUDIO KAREN BRUCK: GROWING MANAGERS AT MERCADOLIBRE. (Maestría en Gestión del Talento Humano)"
39413,PROYECTO_GRADO_DIRIGIDO,"EXAMEN COMPLEXIVO. ETAPA TEÓRICA: COMPORTAMIENTO ORGANIZACIONAL, LIDERAZGO, ATRACCIÓN, SELECCIÓN E INCORPORACIÓN DE RECURSOS HUMANOS. ETAPA PRÁCTICA: RESOLUCIÓN DEL CASO DE ESTUDIO CEO EVALUATION AT DAYTON HUDSON. (Maestría en Gestión del Talento Humano)"
13895,PROYECTO_GRADO_DIRIGIDO,"Plan de negocios de una empresa fabricante de piensos para el sector acuícola, con la implementación de una nueva línea de producción de alimento balanceado para camarón y la inclusión de energía limpia para su operación. (Maestría en Administración y Dirección de Empresas)"
4231,PROYECTO_GRADO_DIRIGIDO,Evaluación del impacto de fuentes renovables desde la perspectiva de la huella de carbono aplicada a sistemas de bombeo de riego en plantación de cacao. (Maestría en Sistemas de Energía)
1075,PROYECTO_GRADO_DIRIGIDO,Análisis de la estabilidad de taludes y planteamiento de estrategias de mitigación para la sostenibilidad energética del Ecuador: Caso de estudio hidroeléctrica Sopladora (Maestría en Geotecnia)
59484,PROYECTO_GRADO_DIRIGIDO,Estudio general del micro mecanizado y análisis de estrategias de corte para Micro fresado (Maestría en Ingeniería y Administración de la Manufactura)
53811,PROYECTO_GRADO_DIRIGIDO,Caracterización del comportamiento de compra de clientes en una empresa de retail departamental mediante aprendizaje automático (Maestría en Ciencia de Datos)
3255,PROYECTO_GRADO_DIRIGIDO,Detección Temprana de la Enfermedad de Parkinson Mediante Análisis Multimodal de Escritura a Mano Utilizando Aprendizaje Profundo. (Maestría en Ciencias de la Computación)
639257,PROYECTO_GRADO_DIRIGIDO,"Análisis de ciclo de vida de combustibles por proceso Fischer-Tropsch para la descarbonización en Imbabura, Ecuador (Maestría en Sistemas de Energía)"
3651,PROYECTO_GRADO_DIRIGIDO,"Desarrollo de un modelo de aprendizaje profundo para la estimación de coordenadas GPS, utilizando metadatos del proceso de comunicación basado en el protocolo LoRaWAN. (Maestría en Ciencias de la Computación)"
14164,PROYECTO_GRADO_DIRIGIDO,Desarrollo de un Sistema de Comunicación Segura para la Transmisión de Datos Médicos Sensibles (Maestría en Ingeniería Biomédica)
3600,PROYECTO_GRADO_DIRIGIDO,Diseño de una línea de producción de 500.000 L de diluyente mediante técnicas de diseño de plantas y las especificaciones de estándares técnicos de diseño de equipos (Maestría en Ingeniería y Administración de la Manufactura)
2152,PROYECTO_GRADO_DIRIGIDO,Reducción de tiempos de entrega en una planta procesadora de helados mediante la implementación de herramientas de manufactura esbelta. (Maestría en Ingeniería y Administración de la Manufactura)
39413,PROYECTO_GRADO_DIRIGIDO,ANÁLISIS DE ALTERNATIVAS DE INNOVACIÓN DE EMPAQUES PLÁSTICOS PARA PRODUCTOS LÁCTEOS (Maestría en Economía y Dirección de Empresas)
4103,PROYECTO_GRADO_DIRIGIDO,"Diseño de un Sistema de Gestión Energética en base a la Norma ISO 50001 en el Departamento Administrativo de la Central Termoeléctrica QUEVEDO II, CELEC EP Unidad de Negocio Termopichincha (Maestría en Sistemas de Energía)"
1877,PROYECTO_GRADO_DIRIGIDO,“From Tweets To Streets: Computational Approach For Modeling Collective Violence From Twitter Activity” (Doctorado en Ciencias Computacionales Aplicadas)
36586,PROYECTO_GRADO_DIRIGIDO,Metodología de diseño y manufactura aditiva de componentes en unidades de preparación para despacho a farmacias en la cadena de suministro (Maestría en Ingeniería y Administración de la Manufactura)
3280,PROYECTO_GRADO_DIRIGIDO,PROPUESTA DE POLÍTICAS SOCIOEDUCATIVAS A NIVEL DE BACHILLERATO PARA PREVENIR LOS ALTOS ÍNDICES DE ADOLESCENTES INFRACTORES EN POBLACIONES VULNERABLES DEL ECUADOR. (Maestría en Políticas y Gestión Pública)
1877,PROYECTO_GRADO_DIRIGIDO,A Contextual Analytical Framework for Political Discourse in Social Media (Doctorado en Ciencias Computacionales Aplicadas)
39413,PROYECTO_GRADO_DIRIGIDO,ANÁLISIS DE ALTERNATIVAS PARA MEJORAR EL PROCESO DE INNOVACIÓN DENTRO DEL ÁREA OPERATIVA DE LA FERRETERIA XYZ (Maestría en Economía y Dirección de Empresas)
2137,PROYECTO_GRADO_DIRIGIDO,Desarrollo de un sistema de recomendación de compra utilizando algoritmos de aprendizaje automático de sugerencia para la promoción efectiva de combos y ofertas (Maestría en Ciencia de Datos)
57204,PROYECTO_GRADO_DIRIGIDO,Diseño y desarrollo de solución de automatización de proceso industrial por lotes mediante la integración PLC-SCADA utilizando normativa ANSI/ISA 88. (Maestría en Automatización y Control)
1421,PROYECTO_GRADO_DIRIGIDO,Reducción de tiempo de paradas en la línea de empaque mediante la metodología DMAIC (Maestría en Mejoramiento de Procesos)
955,PROYECTO_GRADO_DIRIGIDO,"DETERMINANTES DEL IMPACTO DE LA PRODUCCIÓN CIENTÍFICA EN ESPOL, ECUADOR (Maestría en Ciencias Económicas)"
36586,PROYECTO_GRADO_DIRIGIDO,Diseño de una metodología para la manufactura aditiva de implantes craneales. (Maestría en Ingeniería y Administración de la Manufactura)
3807,PROYECTO_GRADO_DIRIGIDO,VALORACIÓN FINANCIERA DE EMPRESA EXPORTADORA DE BANANO DEL ECUADOR: CASO TUCHOK S.A. (Maestría en Finanzas)
3160,PROYECTO_GRADO_DIRIGIDO,PLAN DE FACTIBILIDAD DE IMPLEMENTACIÓN DE NUEVA UNIDAD DE NEGOCIO EN EL CENTRO MÉDICO ODONTO ASIST COMPAÑÍA LIMITADA (Maestría en Economía y Dirección de Empresas)
1421,PROYECTO_GRADO_DIRIGIDO,Reducción del tiempo de mantenimiento correctivo en una máquina envasadora de una empresa farmacéutica utilizando la metodología DMAIC. (Maestría en Mejoramiento de Procesos)
73498,PROYECTO_GRADO_DIRIGIDO,Diseño de modelo de pronóstico y política de control de inventario para alimentos balanceados en una empresa ubicada en el cantón Durán de la provincia del Guayas. (Maestría en Gestión de la Cadena de Suministro)
58645,PROYECTO_GRADO_DIRIGIDO,Aplicación del Modelo SCOR DS en la bodega de producto terminado para la optimización del proceso de abastecimiento de envases Retornables a la línea 1 de envasado de una Empresa de Bebidas de moderación y refrescos (Maestría en Gestión de la Cadena de Suministro)
51159,PROYECTO_GRADO_DIRIGIDO,Rediseño de la cadena de abastecimiento en una empresa que elabora alimentos. (Maestría en Gestión de la Cadena de Suministro)
9936,PROYECTO_GRADO_DIRIGIDO,"EVALUACION DE POLITICAS DE INVENTARIO PARA PRODUCTOS PERECEDEROS, EN UNA EMPRESA ECUATORIANA DE IMPORTACION Y COMERCIALIZACION DE FRUTA FRESCA. (Maestría en Gestión de la Cadena de Suministro)"
3619,PROYECTO_GRADO_DIRIGIDO,Optimización de Procesos de Planificación y Distribución de la Canasta Ferretera en el Centro de Distribución de Duran para Holcim Ecuador (Maestría en Gestión de la Cadena de Suministro)
2006,PROYECTO_GRADO_DIRIGIDO,Diseño de un modelo de costo de transporte para una empresa comercializadora de fertilizantes que permita la estandarización de la tarifa. (Maestría en Gestión de la Cadena de Suministro)
2006,PROYECTO_GRADO_DIRIGIDO,Rediseño del Proceso de Despacho en una Empresa de Materiales Eléctricos y Servicios de Ingeniería para Proyectos Industriales. (Maestría en Gestión de la Cadena de Suministro)
2006,PROYECTO_GRADO_DIRIGIDO,"Diseño de políticas de inventario para producto terminado utilizando programación dinámica, en una empresa dedicada a la fabricación y venta de productos plásticos. (Maestría en Gestión de la Cadena de Suministro)"
1935,PROYECTO_GRADO_DIRIGIDO,Implementación de un modelo de simulación para el diagnóstico de las operaciones inbound y outbound de un centro de distribución de bebidas y alimentos ubicado en la ciudad de Guayaquil. (Maestría en Gestión de la Cadena de Suministro)
1933,PROYECTO_GRADO_DIRIGIDO,Diseño de un modelo de abastecimiento de productos lácteos en una empresa retail. (Maestría en Gestión de la Cadena de Suministro)
1010,PROYECTO_GRADO_DIRIGIDO,Diseño e implementación de un modelo de inventario para optimizar el almacenamiento y transporte en un centro de distribución de bebidas carbonatadas. (Maestría en Gestión de la Cadena de Suministro)
73498,PROYECTO_GRADO_DIRIGIDO,Diseño de políticas de inventario y optimización del plan maestro de producción para productos congelados en una fábrica en Guayaquil (Maestría en Gestión de la Cadena de Suministro)
58645,PROYECTO_GRADO_DIRIGIDO,Implementación de técnicas de slotting y almacenamiento en un Centro de Distribución con WMS (Warehouse Management System). (Maestría en Gestión de la Cadena de Suministro)
36586,PROYECTO_GRADO_DIRIGIDO,Diseño para manufactura aditiva de un bolus para el tratamiento con radioterapia y/o braquioterapia (Maestría en Ingeniería y Administración de la Manufactura)
36586,PROYECTO_GRADO_DIRIGIDO,Metodología de diseño para manufactura aditiva por proceso de fotopolimerización en un modelo de prótesis mamaria externa. (Maestría en Ingeniería y Administración de la Manufactura)
2200,PROYECTO_GRADO_DIRIGIDO,PROPUESTA DE UN MODELO BASADO EN LA TEORÍA DE RESTRICCIONES QUE BUSCA MAXIMIZAR LA RENTABILIDAD A PARTIR DE LA OPTIMIZACIÓN DE LA ROTACIÓN DEL INVENTARIO Y CONVERSIÓN DEL CICLO DEL EFECTIVO EN LA EMPRESA DUCK S.A.S. (Maestría en Finanzas)
1098,PROYECTO_GRADO_DIRIGIDO,MONITOREO Y CONTROL DE NIVEL DE COMBUSTIBLE EN GENERADORES DE 400 HZ (Maestría en Automatización y Control)
27736,PROYECTO_GRADO_DIRIGIDO,Creación de una empresa de servicios de mantenimiento y remodelación de edificaciones en la provincia de Manabí. (Maestría en Gestión de Proyectos)
58645,PROYECTO_GRADO_DIRIGIDO,"Reducción de movimientos operativos de grúas durante la manipulación de contenedores para almacenamiento, reparación y despacho a través de la aplicación de herramientas de manufactura esbelta. (Maestría en Mejoramiento de Procesos)"
58645,PROYECTO_GRADO_DIRIGIDO,Reducción del tiempo promedio por orden de producción en una fábrica de productos químicos de limpieza mediante la implementación de la metodología DMAIC. (Maestría en Mejoramiento de Procesos)
58645,PROYECTO_GRADO_DIRIGIDO,Aplicación de herramientas estadísticas para la reducción de peso por metro en varilla corrugada (Maestría en Mejoramiento de Procesos)
51159,PROYECTO_GRADO_DIRIGIDO,Reducción de desperdicio generado en el proceso de corrugación de una industria dedicada a la fabricación de cajas de cartón aplicando la metodología DMAIC (Maestría en Mejoramiento de Procesos)
51159,PROYECTO_GRADO_DIRIGIDO,Reducción del porcentaje de merma de chuleta ahumada durante el proceso de cocción en una empresa que elabora embutidos a través de la metodología DMAIC. (Maestría en Mejoramiento de Procesos)
3600,PROYECTO_GRADO_DIRIGIDO,Aumento de la productividad en el proceso de generación de vapor secundario aplicando herramientas de calidad (Maestría en Mejoramiento de Procesos)
3600,PROYECTO_GRADO_DIRIGIDO,Reducción del tiempo de entrega de etiquetas impresas mediante la implementación de la metodología Lean Manufacturing. (Maestría en Mejoramiento de Procesos)
2152,PROYECTO_GRADO_DIRIGIDO,Reducción de mermas de jarabe en una industria de bebidas utilizando herramientas de estadística aplicada. (Maestría en Mejoramiento de Procesos)
2152,PROYECTO_GRADO_DIRIGIDO,Reducción del tiempo en el proceso de pedido en las órdenes de compra mediante la metodología Lean Office. (Maestría en Mejoramiento de Procesos)
2152,PROYECTO_GRADO_DIRIGIDO,Reducción del Tiempo de Aprobación de Órdenes de Compra en la Industria de Entretenimiento aplicando metodología Lean Office (Maestría en Mejoramiento de Procesos)
1933,PROYECTO_GRADO_DIRIGIDO,Aumento de capacidad de almacenamiento de soda mediante la aplicación de un modelo de optimización. (Maestría en Mejoramiento de Procesos)
1421,PROYECTO_GRADO_DIRIGIDO,Disminución del porcentaje de solicitudes rechazadas en el canal de atención en línea aplicando DMAIC en una empresa que comercializa soluciones digitales. (Maestría en Mejoramiento de Procesos)
1421,PROYECTO_GRADO_DIRIGIDO,Reducción en tiempos de entrega de Proyectos en una Empresa de Servicios Tecnológicos utilizando la Metodología DMAIC. (Maestría en Mejoramiento de Procesos)
1421,PROYECTO_GRADO_DIRIGIDO,Reducción del porcentaje de desperdicios en el área de etiquetado de envases menores de una planta productora de aceites lubricantes mediante el uso de la metodología DMAIC. (Maestría en Mejoramiento de Procesos)
94,PROYECTO_GRADO_DIRIGIDO,"ANÁLISIS DE ALTERNATIVAS PARA REDUCIR EL ÍNDICE DE MOROSIDAD DE LA CARTERA DE CRÉDITOS DE CB COOPERATIVA, SUCURSAL PAUTE. (Maestría en Economía y Dirección de Empresas)"
55735,PROYECTO_GRADO_DIRIGIDO,Modelo de gestión integral para un laboratorio de química de una institución educativa. (Maestría en Gestión Integral de Laboratorios de Química)
4231,PROYECTO_GRADO_DIRIGIDO,Evaluación Técnico-Económica de Redes Eléctricas Eficientes Debido a la Integración intermitente de fuente solar fotovoltaica de autoconsumo considerando Modelos de Optimización (Maestría en Sistemas de Energía)
3057,PROYECTO_GRADO_DIRIGIDO,Estrés laboral y la calidad de vida de los trabajadores del sector de la salud en Ecuador: una revisión sistemática (Maestría en Seguridad y Salud Ocupacional)
97461,PROYECTO_GRADO_DIRIGIDO,Validación de un método cromatográfico para la determinación cuantitativa de polifenoles y flavonoides en extractos vegetales. (Maestría en Gestión Integral de Laboratorios de Química)
2152,PROYECTO_GRADO_DIRIGIDO,Reducción del tiempo de aprobación de solicitudes de inspección de paquetes enviados por Courier aplicando las herramientas de manufactura esbelta (Maestría en Mejoramiento de Procesos)
645940,PROYECTO_GRADO_DIRIGIDO,Validación del método para determinar cadmio en almendras de cacao mediante espectroscopía de emisión óptica con plasma acoplado inductivamente (ICP-OES). (Maestría en Gestión Integral de Laboratorios de Química)
39413,PROYECTO_GRADO_DIRIGIDO,"IMPLEMENTACIÓN DE ALTERNATIVAS TELEMÉTRICAS PARA EL PROCESO DE FACTURACIÓN EN SITIO, EN PREDIOS CON MEDIDORES CENTRALES EN LA CIUDAD DE GUAYAQUIL (Maestría en Economía y Dirección de Empresas)"
3987,PROYECTO_GRADO_DIRIGIDO,Descubriendo Microorganismos Mesófilos con capacidad de promoción de Crecimiento Vegetal para promover una Agricultura Sostenible (Maestría en Biociencias Aplicadas con Mención en Biodescubrimiento)
3057,PROYECTO_GRADO_DIRIGIDO,Desarrollo de un plan de prevención de sobrepeso y obesidad en el personal administrativo de un Hospital de la ciudad de Guayaquil. (Maestría en Seguridad y Salud Ocupacional)
3057,PROYECTO_GRADO_DIRIGIDO,Evaluación de factores de riesgos y estrategias de intervención para el síndrome de burnout en planta empacadora de camarón. (Maestría en Seguridad y Salud Ocupacional)
981,PROYECTO_GRADO_DIRIGIDO,Diseño de un modelo matemático de reaprovisionamiento de la categoría bebidas para una cadena de tiendas de conveniencias. (Maestría en Logística y Transporte)
55735,PROYECTO_GRADO_DIRIGIDO,Modelo de gestión integral para el laboratorio de control de calidad de una empresa que fabrica productos químicos de higiene y sanitización. (Maestría en Gestión Integral de Laboratorios de Química)
53856,PROYECTO_GRADO_DIRIGIDO,“Estudio comparativo de la eficacia de microorganismos en el control de Fusarium oxysporum f.sp. cubense como agente causal de la Fusariosis del banano” (Maestría en Biociencias Aplicadas con Mención en Biodescubrimiento)
30492,PROYECTO_GRADO_DIRIGIDO,Desarrollo y evaluación de un programa de intervención y control para reducir los riesgos psicosociales provocados por el estrés laboral del personal operativo de un supermercado. (Maestría en Seguridad y Salud Ocupacional)
10130,PROYECTO_GRADO_DIRIGIDO,Determinación de las Estrategias para la Administración de las Reservas Petroleras en base al futuro del Oil Market. Caso Ecuador (Maestría en Petróleos)
100731,PROYECTO_GRADO_DIRIGIDO,Análisis metabolómico del Suero de niños infectados por el virus del dengue para la detección de potenciales biomarcadores endógenos (Maestría en Biociencias Aplicadas con Mención en Biodescubrimiento)
74261,PROYECTO_GRADO_DIRIGIDO,Desarrollo de soluciones integrales para optimizar la eficiencia energética y el confort en un proyecto residencial de la ciudad de Azogues (Maestría en Ingeniería Civil)
645940,PROYECTO_GRADO_DIRIGIDO,Validación de un método analítico para la determinación del contenido de Cannabidiol (CBD) en inflorescencias por cromatografía líquida de alta resolución con detector de arreglo de diodos (HPLC/DAD). (Maestría en Gestión Integral de Laboratorios de Química)
634661,PROYECTO_GRADO_DIRIGIDO,Propuesta del diseño de un sistema integral de seguridad laboral bajo la norma ISO 45001:2018 para la prevención de incidentes en “SU FERRETERIA”. (Maestría en Seguridad y Salud Ocupacional)
634661,PROYECTO_GRADO_DIRIGIDO,Evaluación ergonómica en barrenderos de una empresa de recolección de residuos sólidos urbanos de Quevedo. (Maestría en Seguridad y Salud Ocupacional)
634661,PROYECTO_GRADO_DIRIGIDO,Evaluación ergonómica de los puestos de trabajo en el Departamento de Procuraduría Sindica del Municipio de Santo Domingo para la determinación del nivel de riesgo para el personal y propuesta de medidas de control que mejoren los ambientes laborales en los trabajadores (Maestría en Seguridad y Salud Ocupacional)
102968,PROYECTO_GRADO_DIRIGIDO,Caracterización geotécnica del suelo mediante ensayos de campo y el estudio de factibilidad del uso de wick drains para la consolidación del suelo por medio del método de precarga (Maestría en Geotecnia)
3057,PROYECTO_GRADO_DIRIGIDO,“Prevalencia de Fatiga Laboral en conductores de carga pesada de una empresa transportista de crudo en la provincia de Sucumbíos”. (Maestría en Seguridad y Salud Ocupacional)
1885,PROYECTO_GRADO_DIRIGIDO,Análisis de Simulación de Comunicación Vehículo a Vehículo(V2V) en escenarios urbanos basados en Protocolo AODV (Maestría en Telecomunicaciones)
1885,PROYECTO_GRADO_DIRIGIDO,Simulación de Comunicación Vehículo a Vehículo (V2V) en Escenarios Urbanos basado en Protocolo OLSR (Maestría en Telecomunicaciones)
74261,PROYECTO_GRADO_DIRIGIDO,Modelo de Gestión para la administración de proyectos de Ingeniería mediante Project Management for Results y Virtual Design Construction: Innovación digital para optimización de costos y tiempos (Maestría en Ingeniería Civil)
2710,PROYECTO_GRADO_DIRIGIDO,Aplicación de herramientas BIM para el análisis de ciclo de vida en proyectos de construcción de viviendas multifamiliares. Caso de estudio de un Proyecto Multifamiliar en la Provincia del Guayas (Maestría en Ingeniería Civil)
652902,PROYECTO_GRADO_DIRIGIDO,"Diagnóstico del estado inicial y desarrollo de la metodología para la puesta en marcha de la planta de tratamiento de aguas residuales en la comunidad de San Pedro, cantón Azogues, Provincia del Cañar. (Maestría en Ingeniería Civil)"
